order_id|order_date|order_timestamp|store_id|product_id|channel|quantity|unit_price|discount_pct|net_revenue|status|tags
ORD-0000227|2025-04-07|2025-04-07 20:05:49|S20|P072|Web|3|1562.0|0.0|4686.0|Completed|
ORD-0000228|2026-04-14|2026-04-14 09:13:40|S01|P107|Store|4|291.28|0.0|1165.12|Completed|"sale|app"
ORD-0000229|2025-11-02|2025-11-02 21:36:34|S16|P044|App|2|387.45|0.0|774.9|Completed|express
ORD-0000230|2026-06-11|2026-06-11 17:53:00|S20|P104|App|2|6891.09|10.0|12403.962000000001|Completed|
ORD-0000231|2025-08-12|2025-08-12 14:01:16|S16|P007|Store|4|2381.0|5.0|9047.8|Cancelled|
ORD-0000232|2026-09-12|2026-09-12 08:20:58|S20|P090|Web|5|3470.1|15.0|14747.925|Completed|"sale|app"
ORD-0000233|2026-05-16|2026-05-16 08:35:55|S21|P119|App|2|215.13|15.0|365.721|Completed|"sale|app"
ORD-0000234|2025-05-19|2025-05-19 13:47:42|S13|P111|App|2|1096.51|15.0|1864.067|Completed|gift
ORD-0000235|2026-03-26|2026-03-26 16:00:29|S06|P999|Store|5|417.0|15.0|1772.25|Completed|"gift|express"
ORD-0000236|2025-06-27|2025-06-27 15:05:24|S24|P120|Store|2|870.93|0.0|1741.86|Completed|
ORD-0000237|2025-08-05|2025-08-05 12:09:25|S01|P119|App|4|239.17|20.0|765.344|Completed|"sale|app"
ORD-0000238|2025-06-05|2025-06-05 17:06:43|S03|P016|Store|3|263.09|0.0|789.27|Processing|gift
ORD-0000239|2026-02-27|2026-02-27 16:35:15|S15|P059|Store|5|5790.0|5.0|27502.5|Completed|express
ORD-0000240|2025-06-12|2025-06-12 12:48:34|S16|P110|Web|5|817.72|0.0|4088.6000000000004|Completed|express
ORD-0000241|2026-02-01|2026-02-01 12:33:37|S03|P105|Store|3|1933.58|20.0|4640.592|Cancelled|"bulk|priority"
ORD-0000242|2025-12-28|2025-12-28 14:11:40|S05|P067|Web|5|2221.1|10.0|9994.95|Shipped|gift
ORD-0000243|2026-04-11|2026-04-11 18:24:09|S08|P029|Web|3|3392.0|0.0|10176.0|Completed|express
ORD-0000244|2026-09-08|2026-09-08 16:13:49|S09|P033|Web|1|947.05|0.0|947.05|Completed|gift
ORD-0000245|2025-01-06|2025-01-06 09:46:26|S24|P012|App|4|5156.16|10.0|18562.176|Completed|
ORD-0000246|2026-09-06|2026-09-06 20:55:56|S02|P069|Web|5|4701.69|0.0|23508.449999999997|Completed|"sale|app"
ORD-0000247|2025-03-09|2025-03-09 10:49:26|S19|P004|Store|5|2529.0|5.0|12012.75|Completed|
ORD-0000248|2025-11-23|2025-11-23 17:24:47|S04|P060|Web|1|6045.41|25.0|4534.0575|Completed|"sale|app"
ORD-0000249|2025-07-31|2025-07-31 08:14:06|S02|P022|Web|3|3209.25|5.0|9146.3625|Completed|"bulk|priority"
ORD-0000250|2026-02-01|2026-02-01 11:33:53|S09|P065|App|4|5432.82|0.0|21731.28|Completed|"sale|app"
