order_id,order_date_raw,order_timestamp_raw,store_id,product_id,channel_raw,payment_raw,quantity,unit_price_raw,discount_pct,shipping_days,rating,returned_raw,status_raw,customer_segment,promo_code,tags,channel,payment,status,unit_price,returned,order_date,year,month,day_name,is_weekend,gross_revenue,net_revenue,order_size,service_fee,high_value,revenue_per_unit,revenue_cliped
ORD-0006186,"Feb 28, 2026",28/02/2026 13:45:43,S14,P018,App,UPI,1,3746.49,5,7,5.0,No,Completed,Premium,NONE,bulk|priority,App,UPI,Completed,3746.49,False,2026-02-28,2026,2,Saturday,True,3746.49,3559.1654999999996,Standard,10,No,3559.1654999999996,3559.1654999999996
ORD-0006187,2026-01-12,2026-01-12 21:10:30,S13,P005,Store,UPI,5, 378 ,0,5,4.3,No,Completed,Regular,NONE,,Store,UPI,Completed,378.0,False,2026-01-12,2026,1,Monday,False,1890.0,1890.0,Low,25,No,378.0,1890.0
ORD-0006188,04/04/2026,04/04/2026 19:10:46,S03,P118,App,card,4,Rs.5375.54,10,7,3.7,No,Shipped,Premium,NONE,gift|express,App,Card,Shipped,5375.54,False,2026-04-04,2026,4,Saturday,True,21502.16,19351.944,Premium,10,Yes,4837.986,19351.944
ORD-0006189,"Apr 20, 2025",2025-04-20 13:02:45,S08,P098,App,UPI,4,INR 824.96,15,3,4.1,No,Completed,Business,NONE,gift|express,App,UPI,Completed,824.96,False,2025-04-20,2025,4,Sunday,True,3299.84,2804.864,Standard,10,No,701.216,2804.864
ORD-0006190,2025-07-25,25/07/2025 14:22:48,S01,P026,Web,COD,5,1743.93,30,3,3.9,No,Completed,Regular,APPONLY,gift,Web,COD,Completed,1743.93,False,2025-07-25,2025,7,Friday,False,8719.65,6103.754999999999,High,0,No,1220.7509999999997,6103.754999999999
ORD-0006191,24/02/2026,2026-02-24 08:50:57,S08,P033,App,Card,4, 1018 ,20,4,4.4,No,Completed,Regular,SAVE5,gift|express,App,Card,Completed,1018.0,False,2026-02-24,2026,2,Tuesday,False,4072.0,3257.6000000000004,Standard,10,No,814.4000000000001,3257.6000000000004
ORD-0006192,"May 28, 2026",28/05/2026 11:47:35,S21,P059, WEB ,UPI,2,Rs.4939.13,0,5,5.0,No,Completed ,Premium,SAVE5,bulk|priority,Web,UPI,Completed,4939.13,False,2026-05-28,2026,5,Thursday,False,9878.26,9878.26,High,0,No,4939.13,9878.26
ORD-0006193,2026-07-04,2026-07-04 17:22:55,S02,P036,Web,Card,5,INR 3980.37,10,,,Yes,Completed,Premium,NONE,new|web,Web,Card,Completed,3980.37,True,2026-07-04,2026,7,Saturday,True,19901.85,17911.665,Premium,0,Yes,3582.333,17911.665
ORD-0006194,15/02/2025,15/02/2025 13:53:26,S07,P112, APP,Card,2,2670.71,0,2,4.2,No,Completed,New,NONE,new|web,App,Card,Completed,2670.71,False,2025-02-15,2025,2,Saturday,True,5341.42,5341.42,Standard,10,No,2670.71,5341.42
ORD-0006195,"Sep 07, 2025",2025-09-07 21:42:02,S13,P058,Store,UPI,5, 6702 ,10,5,4.4,No,Completed,New,SAVE5,sale|app,Store,UPI,Completed,6702.0,False,2025-09-07,2025,9,Sunday,True,33510.0,30159.0,Premium,25,Yes,6031.8,27294.975
ORD-0006196,2025-01-07,07/01/2025 14:14:20,S17,P079,Web,COD,5,Rs.1368.52,20,2,,No,Shipped,Premium,FESTIVE,gift,Web,COD,Shipped,1368.52,False,2025-01-07,2025,1,Tuesday,False,6842.6,5474.080000000001,Standard,0,No,1094.8160000000003,5474.080000000001
ORD-0006197,23/05/2026,2026-05-23 19:51:41,S03,P085,Store,UPI,2,INR 220.36,25,5,,No,Completed,Premium,SAVE5,,Store,UPI,Completed,220.36,False,2026-05-23,2026,5,Saturday,True,440.72,330.54,Low,25,No,165.27,330.54
ORD-0006198,"Mar 18, 2025",18/03/2025 18:10:01,S19,P020,Web,Wallet,4,601.82,10,4,4.1,Yes,Cancelled,New,NONE,sale|app,Web,Wallet,Cancelled,601.82,True,2025-03-18,2025,3,Tuesday,False,2407.28,2166.552,Standard,0,No,541.638,2166.552
ORD-0006199,2026-05-25,2026-05-25 15:06:49,S12,P065,Store,COD,4, 5561 ,20,4,,No,Processing,New,BULK10,new|web,Store,COD,Processing,5561.0,False,2026-05-25,2026,5,Monday,False,22244.0,17795.2,Premium,25,Yes,4448.8,17795.2
ORD-0006200,07/04/2025,07/04/2025 20:09:48,S17,P054,Store, upi ,4,Rs.6421.34,5,4,4.8,No,Completed,New,BULK10,new|web,Store,UPI,Completed,6421.34,False,2025-04-07,2025,4,Monday,False,25685.36,24401.092,Premium,25,Yes,6100.273,24401.092
ORD-0006201,"Jan 10, 2025",2025-01-10 20:11:13,S14,P088,web,COD,2,INR 4314.77,5,7,4.9,No,Cancelled,New,NONE,new|web,Web,COD,Cancelled,4314.77,False,2025-01-10,2025,1,Friday,False,8629.54,8198.063,High,0,No,4099.0315,8198.063
ORD-0006202,2026-06-29,29/06/2026 12:29:51,S03,P056,App,card,2,390.44,0,0,5.0,No,Shipped,Premium,NONE,gift,App,Card,Shipped,390.44,False,2026-06-29,2026,6,Monday,False,780.88,780.88,Low,10,No,390.44,780.88
ORD-0006203,30/09/2025,2025-09-30 11:53:46,S09,P007,App,Wallet,5, 2135 ,0,4,4.3,No,Processing,Premium,FESTIVE,,App,Wallet,Processing,2135.0,False,2025-09-30,2025,9,Tuesday,False,10675.0,10675.0,High,10,Yes,2135.0,10675.0
ORD-0006204,"Sep 21, 2025",21/09/2025 17:55:20,S19,P058,web,Card,2,Rs.5972.48,5,1,4.1,No,Completed,Business,NONE,new|web,Web,Card,Completed,5972.48,False,2025-09-21,2025,9,Sunday,True,11944.96,11347.712,High,0,Yes,5673.856,11347.712
ORD-0006205,2026-02-05,2026-02-05 08:22:55,S12,P102,Store,Card,3,INR 3100.60,0,,2.6,No,Completed ,New,FESTIVE,gift|express,Store,Card,Completed,3100.6,False,2026-02-05,2026,2,Thursday,False,9301.8,9301.8,High,25,No,3100.6,9301.8
ORD-0006206,20/06/2025,20/06/2025 17:49:30,S22,P101,App,COD,4,2024.33,15,4,4.0,No,Completed,Regular,NONE,sale|app,App,COD,Completed,2024.33,False,2025-06-20,2025,6,Friday,False,8097.32,6882.722,High,10,No,1720.6805,6882.722
ORD-0006207,"Mar 05, 2026",2026-03-05 14:05:26,S17,P030,Web,card,4, 262 ,5,1,3.8,No,CANCELLED,Regular,NONE,,Web,Card,Cancelled,262.0,False,2026-03-05,2026,3,Thursday,False,1048.0,995.5999999999999,Low,0,No,248.89999999999998,995.5999999999999
ORD-0006208,2025-09-24,24/09/2025 18:44:34,S20,P067,Store,Card,5,Rs.2673.57,10,3,3.4,No,Completed,Regular,FESTIVE,gift|express,Store,Card,Completed,2673.57,False,2025-09-24,2025,9,Wednesday,False,13367.85,12031.065,High,25,Yes,2406.213,12031.065
ORD-0006209,19/06/2025,2025-06-19 09:49:59,S13,P078,Web,UPI,1,INR 5789.21,15,0,5.0,No,Completed,Regular,BULK10,sale|app,Web,UPI,Completed,5789.21,False,2025-06-19,2025,6,Thursday,False,5789.21,4920.8285,Standard,0,No,4920.8285,4920.8285
ORD-0006210,"Sep 02, 2025",02/09/2025 16:03:39,S13,P092,STORE ,COD,3,3412.12,0,0,,No,Completed,Regular,NONE,,Store,COD,Completed,3412.12,False,2025-09-02,2025,9,Tuesday,False,10236.36,10236.36,High,25,Yes,3412.1200000000003,10236.36
ORD-0006211,2025-01-04,2025-01-04 15:30:30,S14,P038,App,Card,1, 4275 ,0,6,3.9,No,Completed,Premium,APPONLY,express,App,Card,Completed,4275.0,False,2025-01-04,2025,1,Saturday,True,4275.0,4275.0,Standard,10,No,4275.0,4275.0
ORD-0006213,"Jan 02, 2026",2026-01-02 15:20:44,S14,P105,Web,COD,2,INR 2238.57,0,3,3.0,No,Completed,Premium,NONE,express,Web,COD,Completed,2238.57,False,2026-01-02,2026,1,Friday,False,4477.14,4477.14,Standard,0,No,2238.57,4477.14
ORD-0006214,2025-03-27,27/03/2025 17:10:11,S16,P084,App,card,3,1033.08,0,2,2.4,No,Completed,Premium,APPONLY,express,App,Card,Completed,1033.08,False,2025-03-27,2025,3,Thursday,False,3099.24,3099.24,Standard,10,No,1033.08,3099.24
ORD-0006215,15/03/2025,2025-03-15 13:40:31,S01,P018,Web,UPI,4, 3183 ,30,6,3.4,No,Completed,Regular,FESTIVE,new|web,Web,UPI,Completed,3183.0,False,2025-03-15,2025,3,Saturday,True,12732.0,8912.4,High,0,No,2228.1,8912.4
ORD-0006216,"Feb 11, 2026",11/02/2026 16:34:41,S17,P052, WEB ,Wallet,2,Rs.3364.56,30,6,4.4,No,Completed,Regular,NONE,bulk|priority,Web,Wallet,Completed,3364.56,False,2026-02-11,2026,2,Wednesday,False,6729.12,4710.384,Standard,0,No,2355.192,4710.384
ORD-0006217,2025-09-23,2025-09-23 12:34:11,S10,P004,Store,UPI,1,INR 2824.80,5,2,,N,Completed,Regular,BULK10,,Store,UPI,Completed,2824.8,False,2025-09-23,2025,9,Tuesday,False,2824.8,2683.56,Standard,25,No,2683.56,2683.56
ORD-0006218,26/03/2025,26/03/2025 16:33:45,S07,P093,STORE ,UPI,5,1306.45,10,3,3.1,No,Completed,Regular,SAVE5,,Store,UPI,Completed,1306.45,False,2025-03-26,2025,3,Wednesday,False,6532.25,5879.025000000001,Standard,25,No,1175.805,5879.025000000001
ORD-0006219,"Apr 09, 2026",2026-04-09 11:24:00,S16,P041,Web, upi ,5, 869 ,0,4,4.7,Yes,Completed,Regular,NONE,sale|app,Web,UPI,Completed,869.0,True,2026-04-09,2026,4,Thursday,False,4345.0,4345.0,Standard,0,No,869.0,4345.0
ORD-0006220,2026-04-26,26/04/2026 11:56:01,S16,P089,Web,Card,3,Rs.914.98,30,4,4.8,No,CANCELLED,Premium,NONE,express,Web,Card,Cancelled,914.98,False,2026-04-26,2026,4,Sunday,True,2744.94,1921.4579999999999,Low,0,No,640.486,1921.4579999999999
ORD-0006221,22/01/2025,2025-01-22 08:59:23,S05,P114,App,Card,1,INR 4638.78,5,4,3.8,No,Cancelled,Business,FESTIVE,express,App,Card,Cancelled,4638.78,False,2025-01-22,2025,1,Wednesday,False,4638.78,4406.840999999999,Standard,10,No,4406.840999999999,4406.840999999999
ORD-0006222,"May 06, 2025",06/05/2025 09:22:37,S22,P041,App,Card,3,803.26,5,4,4.5,No,Completed,Premium,NONE,new|web,App,Card,Completed,803.26,False,2025-05-06,2025,5,Tuesday,False,2409.7799999999997,2289.2909999999997,Standard,10,No,763.0969999999999,2289.2909999999997
ORD-0006223,2025-08-18,2025-08-18 09:52:07,S19,P119, WEB ,UPI,3, 249 ,15,4,3.0,Yes,Shipped,New,FESTIVE,sale|app,Web,UPI,Shipped,249.0,True,2025-08-18,2025,8,Monday,False,747.0,634.9499999999999,Low,0,No,211.64999999999998,634.9499999999999
ORD-0006224,30/03/2026,30/03/2026 10:39:25,S10,P043,Store,UPI,1,Rs.1533.20,20,4,5.0,No,Processing,New,NONE,sale|app,Store,UPI,Processing,1533.2,False,2026-03-30,2026,3,Monday,False,1533.2,1226.5600000000002,Low,25,No,1226.5600000000002,1226.5600000000002
ORD-0006225,"Feb 15, 2025",2025-02-15 18:03:11,S02,P040,App, upi ,1,INR 5142.14,25,5,4.1,No,Completed,Regular,NONE,gift|express,App,UPI,Completed,5142.14,False,2025-02-15,2025,2,Saturday,True,5142.14,3856.6050000000005,Standard,10,No,3856.6050000000005,3856.6050000000005
ORD-0006226,2026-05-15,15/05/2026 11:01:53,S13,P099, APP,UPI,3,6319.75,5,1,,N,Shipped,Regular,APPONLY,bulk|priority,App,UPI,Shipped,6319.75,False,2026-05-15,2026,5,Friday,False,18959.25,18011.2875,Premium,10,Yes,6003.7625,18011.2875
ORD-0006227,18/07/2025,2025-07-18 12:58:44,S24,P006,Store,Card,5, 3752 ,0,3,,No,Completed,New,APPONLY,express,Store,Card,Completed,3752.0,False,2025-07-18,2025,7,Friday,False,18760.0,18760.0,Premium,25,Yes,3752.0,18760.0
ORD-0006228,"Mar 19, 2025",19/03/2025 10:25:56,S18,P072,Web,Card,1,Rs.1606.64,15,4,,No,Completed,Regular,APPONLY,gift,Web,Card,Completed,1606.64,False,2025-03-19,2025,3,Wednesday,False,1606.64,1365.644,Low,0,No,1365.644,1365.644
ORD-0006229,2026-06-20,2026-06-20 13:56:22,S08,P020,Store,UPI,1,INR 626.07,5,4,2.5,No,CANCELLED,New,NONE,express,Store,UPI,Cancelled,626.07,False,2026-06-20,2026,6,Saturday,True,626.07,594.7665000000001,Low,25,No,594.7665000000001,594.7665000000001
ORD-0006230,23/02/2025,23/02/2025 11:25:35,S18,P074,Store,UPI,5,5434.87,5,10,4.2,No,Shipped,Premium,APPONLY,express,Store,UPI,Shipped,5434.87,False,2025-02-23,2025,2,Sunday,True,27174.35,25815.632499999996,Premium,25,Yes,5163.126499999999,25815.632499999996
ORD-0006231,"Mar 22, 2025",2025-03-22 12:36:21,S20,P034, APP,UPI,3, 3148 ,0,4,4.0,No,Completed,Regular,SAVE5,new|web,App,UPI,Completed,3148.0,False,2025-03-22,2025,3,Saturday,True,9444.0,9444.0,High,10,No,3148.0,9444.0
ORD-0006232,2026-08-12,12/08/2026 08:57:23,S16,P116,web,UPI,5,Rs.5609.34,20,,3.6,No,Completed,New,APPONLY,gift|express,Web,UPI,Completed,5609.34,False,2026-08-12,2026,8,Wednesday,False,28046.7,22437.36,Premium,0,Yes,4487.472,22437.36
ORD-0006233,19/11/2025,2025-11-19 15:04:32,S06,P038,Store,Card,4,INR 4306.77,10,5,5.0,No,Completed,Business,NONE,express,Store,Card,Completed,4306.77,False,2025-11-19,2025,11,Wednesday,False,17227.08,15504.372000000001,Premium,25,Yes,3876.0930000000003,15504.372000000001
ORD-0006234,"Oct 15, 2025",15/10/2025 11:46:56,S13,P027,STORE ,Card,5,2316.52,10,2,4.0,No,Processing,Regular,NONE,express,Store,Card,Processing,2316.52,False,2025-10-15,2025,10,Wednesday,False,11582.6,10424.34,High,25,Yes,2084.868,10424.34
ORD-0006235,2026-03-03,2026-03-03 17:07:52,S06,P091,App,COD,5, 4377 ,15,5,2.6,Yes,CANCELLED,Premium,APPONLY,new|web,App,COD,Cancelled,4377.0,True,2026-03-03,2026,3,Tuesday,False,21885.0,18602.25,Premium,10,Yes,3720.45,18602.25
ORD-0006236,26/01/2026,26/01/2026 21:58:16,S17,P063,App,UPI,4,Rs.3401.36,25,,4.2,Y,Completed,Regular,NONE,sale|app,App,UPI,Completed,3401.36,True,2026-01-26,2026,1,Monday,False,13605.44,10204.08,High,10,Yes,2551.02,10204.08
ORD-0006237,"Jan 16, 2026",2026-01-16 14:47:18,S01,P080,App,card,4,INR 2205.15,30,2,4.0,No,Completed,New,SAVE5,new|web,App,Card,Completed,2205.15,False,2026-01-16,2026,1,Friday,False,8820.6,6174.42,High,10,No,1543.605,6174.42
ORD-0006238,2025-01-15,15/01/2025 15:09:29,S21,P024,App,UPI,2,3908.70,25,4,3.6,No,Completed,Premium,FESTIVE,new|web,App,UPI,Completed,3908.7,False,2025-01-15,2025,1,Wednesday,False,7817.4,5863.049999999999,Standard,10,No,2931.5249999999996,5863.049999999999
ORD-0006239,09/12/2025,2025-12-09 19:37:45,S12,P032,Web, upi ,2, 5370 ,15,3,5.0,No,Completed ,Regular,NONE,,Web,UPI,Completed,5370.0,False,2025-12-09,2025,12,Tuesday,False,10740.0,9129.0,High,0,No,4564.5,9129.0
ORD-0006240,"Jun 22, 2025",22/06/2025 12:49:21,S22,P029,App,Card,3,Rs.3120.81,15,5,,No,Completed,New,NONE,new|web,App,Card,Completed,3120.81,False,2025-06-22,2025,6,Sunday,True,9362.43,7958.0655,High,10,No,2652.6884999999997,7958.0655
ORD-0006241,2026-05-16,2026-05-16 09:58:03,S23,P091, APP,UPI,4,INR 4626.45,10,6,4.6,No,Completed,Premium,NONE,new|web,App,UPI,Completed,4626.45,False,2026-05-16,2026,5,Saturday,True,18505.8,16655.22,Premium,10,Yes,4163.805,16655.22
ORD-0006242,10/11/2025,10/11/2025 18:05:09,S11,P074,App,UPI,2,5306.92,15,4,3.0,No,Processing,New,NONE,express,App,UPI,Processing,5306.92,False,2025-11-10,2025,11,Monday,False,10613.84,9021.764,High,10,No,4510.882,9021.764
ORD-0006243,"Mar 18, 2025",2025-03-18 17:05:23,S22,P040,Web,COD,5, 4854 ,20,4,5.0,No,Completed,New,SAVE5,bulk|priority,Web,COD,Completed,4854.0,False,2025-03-18,2025,3,Tuesday,False,24270.0,19416.0,Premium,0,Yes,3883.2,19416.0
ORD-0006244,2026-07-04,04/07/2026 14:34:53,S18,P014,Store,UPI,5,Rs.2442.12,0,6,3.9,N,Completed,New,SAVE5,,Store,UPI,Completed,2442.12,False,2026-07-04,2026,7,Saturday,True,12210.599999999999,12210.599999999999,High,25,Yes,2442.12,12210.599999999999
ORD-0006245,26/06/2025,2025-06-26 13:24:41,S12,P073,App,UPI,2,INR 826.07,5,6,3.6,No,Completed,Regular,NONE,,App,UPI,Completed,826.07,False,2025-06-26,2025,6,Thursday,False,1652.14,1569.5330000000001,Low,10,No,784.7665000000001,1569.5330000000001
ORD-0006247,2026-08-04,2026-08-04 15:47:35,S22,P116,App,Card,2, 5710 ,25,3,3.9,No,Completed,Regular,NONE,new|web,App,Card,Completed,5710.0,False,2026-08-04,2026,8,Tuesday,False,11420.0,8565.0,High,10,No,4282.5,8565.0
ORD-0006248,26/04/2026,26/04/2026 15:39:47,S21,P030, WEB , upi ,5,Rs.263.71,10,,4.3,No,Processing,New,SAVE5,sale|app,Web,UPI,Processing,263.71,False,2026-04-26,2026,4,Sunday,True,1318.55,1186.695,Low,0,No,237.339,1186.695
ORD-0006249,"Jun 17, 2026",2026-06-17 15:13:16,S21,P043,App,UPI,5,INR 1650.51,25,3,5.0,N,Completed,Regular,NONE,gift,App,UPI,Completed,1650.51,False,2026-06-17,2026,6,Wednesday,False,8252.55,6189.412499999999,High,10,No,1237.8825,6189.412499999999
ORD-0006250,2026-02-15,15/02/2026 12:15:45,S20,P061,Web,UPI,3,5687.94,20,3,3.6,Y,Completed,Business,APPONLY,express,Web,UPI,Completed,5687.94,True,2026-02-15,2026,2,Sunday,True,17063.82,13651.056,High,0,Yes,4550.352,13651.056
ORD-0006251,19/07/2026,2026-07-19 10:07:38,S23,P029,Web,Card,1, 3049 ,15,5,2.0,No,Completed,Premium,NONE,bulk|priority,Web,Card,Completed,3049.0,False,2026-07-19,2026,7,Sunday,True,3049.0,2591.65,Standard,0,No,2591.65,2591.65
ORD-0006252,"Mar 13, 2025",13/03/2025 15:59:40,S19,P116,Store,Card,5,Rs.4957.10,15,5,3.0,No,CANCELLED,New,FESTIVE,sale|app,Store,Card,Cancelled,4957.1,False,2025-03-13,2025,3,Thursday,False,24785.5,21067.675,Premium,25,Yes,4213.535,21067.675
ORD-0006253,2026-01-07,2026-01-07 16:40:07,S08,P071,Store,COD,2,INR 6317.24,0,6,5.0,Yes,Shipped,Regular,SAVE5,sale|app,Store,COD,Shipped,6317.24,True,2026-01-07,2026,1,Wednesday,False,12634.48,12634.48,High,25,Yes,6317.24,12634.48
ORD-0006254,01/07/2025,01/07/2025 10:25:06,S12,P082,Store,UPI,1,5770.97,10,1,,Yes,CANCELLED,Regular,NONE,gift|express,Store,UPI,Cancelled,5770.97,True,2025-07-01,2025,7,Tuesday,False,5770.97,5193.8730000000005,Standard,25,No,5193.8730000000005,5193.8730000000005
ORD-0006255,"Sep 05, 2025",2025-09-05 09:41:27,S01,P013,App,card,4, 4144 ,20,4,2.0,No,Completed,Regular,NONE,sale|app,App,Card,Completed,4144.0,False,2025-09-05,2025,9,Friday,False,16576.0,13260.800000000001,High,10,Yes,3315.2000000000003,13260.800000000001
ORD-0006256,2025-05-28,28/05/2025 14:45:24,S13,P079,web,COD,1,Rs.1477.28,0,7,3.3,No,Shipped,Regular,APPONLY,new|web,Web,COD,Shipped,1477.28,False,2025-05-28,2025,5,Wednesday,False,1477.28,1477.28,Low,0,No,1477.28,1477.28
ORD-0006257,08/05/2025,2025-05-08 08:40:18,S06,P093, WEB ,UPI,1,INR 1360.09,20,5,3.3,N,Completed,Regular,NONE,gift|express,Web,UPI,Completed,1360.09,False,2025-05-08,2025,5,Thursday,False,1360.09,1088.072,Low,0,No,1088.072,1088.072
ORD-0006258,"Oct 02, 2025",02/10/2025 10:42:55,S20,P045, APP,UPI,4,3522.50,10,2,3.6,No,Shipped,Regular,APPONLY,,App,UPI,Shipped,3522.5,False,2025-10-02,2025,10,Thursday,False,14090.0,12681.0,High,10,Yes,3170.25,12681.0
ORD-0006259,2026-07-24,2026-07-24 16:54:14,S22,P093,STORE ,UPI,5, 1460 ,10,3,5.0,No,Completed,Regular,SAVE5,express,Store,UPI,Completed,1460.0,False,2026-07-24,2026,7,Friday,False,7300.0,6570.0,High,25,No,1314.0,6570.0
ORD-0006260,29/01/2026,29/01/2026 12:11:21,S02,P011,App,Wallet,3,Rs.1113.82,10,6,,No,Completed,Premium,NONE,gift|express,App,Wallet,Completed,1113.82,False,2026-01-29,2026,1,Thursday,False,3341.46,3007.3140000000003,Standard,10,No,1002.4380000000001,3007.3140000000003
ORD-0006261,"Aug 05, 2025",2025-08-05 14:26:02,S14,P078,App,Card,5,INR 5408.93,5,,,No,Completed,Regular,SAVE5,,App,Card,Completed,5408.93,False,2025-08-05,2025,8,Tuesday,False,27044.65,25692.4175,Premium,10,Yes,5138.4835,25692.4175
ORD-0006262,2025-09-26,26/09/2025 17:37:01,S14,P096,web,UPI,2,5282.07,20,4,,No,Shipped,Regular,NONE,sale|app,Web,UPI,Shipped,5282.07,False,2025-09-26,2025,9,Friday,False,10564.14,8451.312,High,0,No,4225.656,8451.312
ORD-0006263,25/11/2025,2025-11-25 10:28:19,S17,P070,App,UPI,4, 1756 ,0,6,4.5,No,Completed,New,NONE,express,App,UPI,Completed,1756.0,False,2025-11-25,2025,11,Tuesday,False,7024.0,7024.0,High,10,No,1756.0,7024.0
ORD-0006264,"Jun 01, 2025",01/06/2025 11:11:43,S06,P005,App,Card,5,Rs.393.44,10,5,2.8,No,Completed,Regular,NONE,,App,Card,Completed,393.44,False,2025-06-01,2025,6,Sunday,True,1967.2,1770.48,Low,10,No,354.096,1770.48
ORD-0006265,2025-11-20,2025-11-20 12:09:35,S01,P057,App,UPI,5,INR 2588.05,5,3,5.0,No,Completed,New,BULK10,bulk|priority,App,UPI,Completed,2588.05,False,2025-11-20,2025,11,Thursday,False,12940.25,12293.2375,High,10,Yes,2458.6475,12293.2375
ORD-0006267,"May 31, 2025",2025-05-31 15:50:45,S06,P012,App,COD,2, 6760 ,10,6,2.5,No,Completed,Regular,NONE,gift,App,COD,Completed,6760.0,False,2025-05-31,2025,5,Saturday,True,13520.0,12168.0,High,10,Yes,6084.0,12168.0
ORD-0006268,2025-12-29,29/12/2025 09:01:34,S12,P044,Web,Card,5,Rs.366.45,30,4,,No,Completed,Business,NONE,gift,Web,Card,Completed,366.45,False,2025-12-29,2025,12,Monday,False,1832.25,1282.5749999999998,Low,0,No,256.515,1282.5749999999998
ORD-0006269,16/03/2026,2026-03-16 14:38:26,S19,P090,App,card,3,INR 3686.76,15,1,3.3,No,Completed,Regular,NONE,new|web,App,Card,Completed,3686.76,False,2026-03-16,2026,3,Monday,False,11060.28,9401.238000000001,High,10,No,3133.7460000000005,9401.238000000001
ORD-0006270,"Nov 18, 2025",18/11/2025 17:37:21,S16,P058,App,Card,1,6104.04,25,2,3.7,Yes,Shipped,New,NONE,express,App,Card,Shipped,6104.04,True,2025-11-18,2025,11,Tuesday,False,6104.04,4578.03,Standard,10,No,4578.03,4578.03
ORD-0006271,2025-07-01,2025-07-01 19:55:02,S22,P055, WEB ,Card,2, 1376 ,10,1,2.7,No,Completed,Regular,APPONLY,gift|express,Web,Card,Completed,1376.0,False,2025-07-01,2025,7,Tuesday,False,2752.0,2476.8,Standard,0,No,1238.4,2476.8
ORD-0006272,10/12/2025,10/12/2025 15:32:19,S03,P063,Web,card,1,Rs.3408.81,0,6,4.1,No,Completed,Business,NONE,new|web,Web,Card,Completed,3408.81,False,2025-12-10,2025,12,Wednesday,False,3408.81,3408.81,Standard,0,No,3408.81,3408.81
ORD-0006273,"May 07, 2026",2026-05-07 16:45:29,S01,P067,Store, upi ,2,INR 2312.03,25,5,2.3,No,Shipped,Regular,APPONLY,bulk|priority,Store,UPI,Shipped,2312.03,False,2026-05-07,2026,5,Thursday,False,4624.06,3468.045,Standard,25,No,1734.0225,3468.045
ORD-0006274,2025-05-18,18/05/2025 19:23:13,S23,P030,STORE ,COD,3,223.99,30,7,4.6,No,Shipped,New,FESTIVE,new|web,Store,COD,Shipped,223.99,False,2025-05-18,2025,5,Sunday,True,671.97,470.37899999999996,Low,25,No,156.79299999999998,470.37899999999996
ORD-0006275,23/12/2025,2025-12-23 18:10:08,S21,P012, APP,UPI,4, 6352 ,20,,,Yes,Completed,Business,NONE,gift|express,App,UPI,Completed,6352.0,True,2025-12-23,2025,12,Tuesday,False,25408.0,20326.4,Premium,10,Yes,5081.6,20326.4
ORD-0006276,"Feb 26, 2026",26/02/2026 15:29:35,S15,P081,Store,UPI,2,Rs.5552.82,0,4,3.6,No,Completed,Regular,APPONLY,gift,Store,UPI,Completed,5552.82,False,2026-02-26,2026,2,Thursday,False,11105.64,11105.64,High,25,Yes,5552.82,11105.64
ORD-0006277,2025-07-19,2025-07-19 15:55:28,S21,P097,web,COD,5,INR 822.19,5,1,2.8,No,Completed,Regular,SAVE5,,Web,COD,Completed,822.19,False,2025-07-19,2025,7,Saturday,True,4110.950000000001,3905.4025000000006,Standard,0,No,781.0805000000001,3905.4025000000006
ORD-0006278,29/08/2025,29/08/2025 21:55:59,S08,P034,Web,Card,2,3812.04,30,3,4.0,No,CANCELLED,Regular,NONE,new|web,Web,Card,Cancelled,3812.04,False,2025-08-29,2025,8,Friday,False,7624.08,5336.856,Standard,0,No,2668.428,5336.856
ORD-0006279,"Jul 06, 2026",2026-07-06 18:35:49,S23,P035,App,Card,3, 798 ,20,3,2.9,No,Shipped,Business,SAVE5,sale|app,App,Card,Shipped,798.0,False,2026-07-06,2026,7,Monday,False,2394.0,1915.2,Low,10,No,638.4,1915.2
ORD-0006280,2025-08-14,14/08/2025 11:22:47,S20,P018,App,Wallet,5,Rs.3471.37,15,5,4.8,Yes,Shipped,Premium,SAVE5,express,App,Wallet,Shipped,3471.37,True,2025-08-14,2025,8,Thursday,False,17356.85,14753.322499999998,High,10,Yes,2950.6645,14753.322499999998
ORD-0006281,06/01/2026,2026-01-06 14:21:29,S10,P030,App,UPI,4,INR 242.58,10,8,,Y,Completed,Regular,NONE,,App,UPI,Completed,242.58,True,2026-01-06,2026,1,Tuesday,False,970.32,873.288,Low,10,No,218.322,873.288
ORD-0006282,"Apr 03, 2025",03/04/2025 18:23:39,S17,P044,Store,UPI,1,378.34,25,8,2.6,No,Completed,Premium,FESTIVE,express,Store,UPI,Completed,378.34,False,2025-04-03,2025,4,Thursday,False,378.34,283.755,Low,25,No,283.755,283.755
ORD-0006283,2026-07-29,2026-07-29 15:18:53,S06,P097,Web,COD,2, 1103 ,10,1,3.8,No,Completed,New,BULK10,express,Web,COD,Completed,1103.0,False,2026-07-29,2026,7,Wednesday,False,2206.0,1985.4,Low,0,No,992.7,1985.4
ORD-0006284,06/01/2026,06/01/2026 14:03:34,S11,P101, APP,Card,5,Rs.1951.60,5,3,4.1,No,Completed,Premium,FESTIVE,gift,App,Card,Completed,1951.6,False,2026-01-06,2026,1,Tuesday,False,9758.0,9270.1,High,10,No,1854.02,9270.1
