order_id,order_date_raw,order_timestamp_raw,store_id,product_id,channel_raw,payment_raw,quantity,unit_price_raw,discount_pct,shipping_days,rating,returned_raw,status_raw,customer_segment,promo_code,tags
ORD-0007759,2026-08-31,2026-08-31 19:11:18,S21,P013,Web,UPI,1, 4432 ,5.0,7.0,5.0,N,Completed,Regular,NONE,express
ORD-0007760,12/02/2025,12/02/2025 19:31:28,S21,P057,Store,UPI,3,Rs.2825.70,30.0,2.0,3.9,No,Shipped,New,APPONLY,gift|express
ORD-0007761,"Jan 28, 2026",2026-01-28 10:55:18,S05,P030,Store,COD,3,INR 212.54,5.0,6.0,3.0,Yes,Processing,Regular,FESTIVE,gift
ORD-0007762,2025-10-02,02/10/2025 16:55:20,S09,P111, WEB ,UPI,5,1009.99,0.0,4.0,5.0,N,CANCELLED,New,APPONLY,
ORD-0007763,21/06/2025,2025-06-21 19:36:27,S23,P073,web,UPI,2, 802 ,30.0,1.0,5.0,No,Cancelled,Business,FESTIVE,new|web
ORD-0007764,"Jul 13, 2025",13/07/2025 08:57:15,S22,P053,Store,Card,1,Rs.1811.81,25.0,3.0,3.3,No,Completed,Business,NONE,gift|express
ORD-0007765,2025-12-05,2025-12-05 11:58:02,S05,P006, WEB ,Card,5,INR 3508.97,5.0,6.0,,No,Completed,Regular,NONE,
ORD-0007766,02/02/2026,02/02/2026 12:07:15,S05,P017,App,COD,1,5759.65,0.0,3.0,3.0,No,Processing,Premium,NONE,express
ORD-0007767,"Apr 12, 2025",2025-04-12 15:34:01,S21,P077,App,UPI,1, 4046 ,10.0,,2.0,No,Completed,Business,NONE,sale|app
ORD-0007768,2026-01-17,17/01/2026 11:33:54,S07,P008,web, upi ,4,Rs.1062.87,20.0,7.0,3.6,No,Completed,New,APPONLY,gift
ORD-0007769,29/07/2026,2026-07-29 12:47:52,S23,P086,Store,Card,1,INR 1452.66,20.0,6.0,3.9,No,Cancelled,Premium,NONE,gift|express
ORD-0007770,"Jan 07, 2025",07/01/2025 11:35:16,S15,P002,Web,card,1,4099.97,5.0,2.0,5.0,No,Completed,Premium,APPONLY,
ORD-0007771,2026-06-29,2026-06-29 08:53:53,S10,P048,Web,UPI,1, 5868 ,10.0,1.0,4.7,No,Completed,Regular,FESTIVE,express
ORD-0007772,12/01/2026,12/01/2026 17:24:22,S17,P026, APP,UPI,3,Rs.1799.02,0.0,3.0,3.7,No,Processing,Regular,NONE,
ORD-0007773,"Aug 01, 2025",2025-08-01 16:56:22,S18,P032,Store,COD,4,INR 5683.03,25.0,5.0,3.5,N,Completed,New,NONE,express
ORD-0007774,2026-04-01,01/04/2026 20:15:30,S23,P066, APP,COD,1,4399.36,0.0,6.0,,No,Completed,Regular,NONE,
ORD-0007775,19/01/2026,2026-01-19 16:03:54,S08,P048,Store,Card,4, 5146 ,20.0,1.0,1.6,No,Completed,Regular,NONE,
ORD-0007776,"Apr 22, 2026",22/04/2026 17:32:44,S11,P043,Store,Card,2,Rs.1568.80,10.0,5.0,3.6,N,Cancelled,Regular,NONE,gift|express
ORD-0007777,2025-02-20,2025-02-20 13:01:38,S17,P026,Store,UPI,4,INR 1892.24,0.0,3.0,3.1,No,Completed,New,NONE,gift|express
ORD-0007778,06/02/2025,06/02/2025 13:26:46,S10,P106,STORE ,Wallet,1,6097.70,0.0,6.0,5.0,Yes,Completed,Premium,NONE,bulk|priority
ORD-0007779,"Feb 03, 2026",2026-02-03 13:46:52,S17,P030,App, upi ,3, 313 ,25.0,8.0,2.5,No,Shipped,New,SAVE5,new|web
ORD-0007780,2025-07-08,08/07/2025 21:34:43,S02,P095,App,COD,4,Rs.5300.15,0.0,2.0,4.7,No,Completed,New,NONE,
ORD-0007781,28/05/2025,2025-05-28 14:36:28,S24,P116,Store,COD,1,INR 5275.51,10.0,7.0,4.6,No,Completed,Premium,FESTIVE,express
ORD-0007782,"Sep 19, 2025",19/09/2025 20:04:18,S17,P056,App,UPI,3,416.15,10.0,4.0,4.4,No,Completed,Regular,NONE,gift|express
ORD-0007783,2026-03-26,2026-03-26 12:29:27,S18,P037,App,card,3, 1748 ,0.0,7.0,3.6,No,Completed,Regular,NONE,gift|express
ORD-0007784,22/04/2025,22/04/2025 17:35:09,S19,P028,Store,Card,1,Rs.3275.09,0.0,5.0,4.7,No,Completed,Business,NONE,
ORD-0007785,"Aug 27, 2026",2026-08-27 11:50:36,S07,P031,Web,UPI,4,INR 5387.94,10.0,5.0,5.0,No,Completed ,Regular,NONE,bulk|priority
ORD-0007786,2025-09-18,18/09/2025 13:33:49,S01,P050,web,Card,1,6715.76,10.0,2.0,3.7,Y,Completed,Premium,NONE,gift|express
ORD-0007787,04/04/2025,2025-04-04 20:01:01,S15,P075,Web,UPI,1, 1130 ,15.0,4.0,,No,Shipped,Regular,NONE,bulk|priority
ORD-0007788,"Feb 14, 2025",14/02/2025 17:34:52,S16,P077,Web,UPI,3,Rs.4023.76,25.0,7.0,3.7,No,Completed,Regular,NONE,
ORD-0007789,2026-06-16,2026-06-16 14:48:38,S01,P024,App,Wallet,2,INR 3658.29,20.0,3.0,4.1,No,Completed ,Regular,APPONLY,
ORD-0007790,12/03/2025,12/03/2025 13:42:54,S08,P003,Web,COD,2,593.32,10.0,2.0,,No,Completed,Premium,NONE,
ORD-0007791,"Sep 17, 2025",2025-09-17 19:11:42,S18,P096,App,Card,4, 4569 ,25.0,4.0,4.6,No,Shipped,New,NONE,bulk|priority
ORD-0007792,2026-02-19,19/02/2026 10:10:51,S18,P107,Store,Card,3,Rs.266.43,30.0,6.0,,No,Cancelled,Regular,NONE,bulk|priority
ORD-0007793,15/11/2025,2025-11-15 19:52:45,S22,P011,App,card,4,INR 1265.95,30.0,,2.9,No,Completed,Regular,BULK10,sale|app
ORD-0007794,"Jun 12, 2025",12/06/2025 16:39:21,S02,P079,web,COD,2,1544.11,15.0,7.0,4.5,Yes,Completed,Regular,BULK10,sale|app
ORD-0007795,2025-03-08,2025-03-08 12:36:32,S18,P051,Store,Card,4, 1841 ,20.0,2.0,3.9,No,Completed,Business,NONE,express
ORD-0007796,18/03/2026,18/03/2026 17:46:09,S12,P116,STORE , upi ,5,Rs.5314.52,0.0,5.0,4.6,No,Completed,New,SAVE5,
ORD-0007797,"Oct 31, 2025",2025-10-31 21:52:50,S06,P098,Store,UPI,1,INR 1037.18,10.0,4.0,2.7,No,Completed,Regular,BULK10,
ORD-0007798,2025-01-30,30/01/2025 12:53:40,S21,P080,Store,Card,3,2071.20,0.0,5.0,5.0,Y,CANCELLED,Business,APPONLY,
ORD-0007799,23/04/2025,2025-04-23 13:30:35,S15,P999,Store,Card,4, 6380 ,0.0,3.0,5.0,No,Completed,New,SAVE5,gift
ORD-0007800,"Dec 15, 2025",15/12/2025 21:00:38,S24,P044,App,COD,1,Rs.320.84,15.0,,5.0,Y,Completed,Premium,NONE,gift
ORD-0007801,2025-04-15,2025-04-15 12:49:41,S12,P057,Web,Wallet,4,INR 3369.05,10.0,2.0,4.6,Yes,Completed,Regular,FESTIVE,
ORD-0007802,31/08/2025,31/08/2025 19:57:14,S18,P053,Store, upi ,5,1661.94,0.0,6.0,4.1,No,Completed ,Premium,NONE,new|web
ORD-0007803,"Mar 19, 2025",2025-03-19 20:35:36,S02,P011, WEB ,COD,5, 1131 ,10.0,,4.1,No,Completed ,New,APPONLY,sale|app
ORD-0007804,2026-05-10,10/05/2026 16:09:37,S03,P001,STORE , upi ,2,Rs.4400.59,20.0,4.0,2.2,No,Completed,New,NONE,express
ORD-0007805,26/01/2026,2026-01-26 09:09:41,S10,P082,Store,Card,4,INR 6796.66,25.0,4.0,3.8,No,Completed,Regular,FESTIVE,
ORD-0007806,"May 02, 2026",02/05/2026 08:50:59,S14,P007,Web,Card,1,2081.17,25.0,3.0,3.9,No,Completed,Regular,FESTIVE,sale|app
ORD-0007807,2025-02-02,2025-02-02 11:55:20,S04,P056,Store, upi ,4, 421 ,10.0,4.0,3.3,No,Cancelled,New,APPONLY,sale|app
ORD-0007808,21/08/2025,21/08/2025 08:14:10,S13,P013,App,Wallet,5,Rs.4004.10,0.0,2.0,5.0,No,Shipped,Premium,NONE,
ORD-0007809,"Jun 15, 2025",2025-06-15 18:40:59,S21,P056,Store,Card,3,INR 367.93,5.0,7.0,,No,Shipped,Premium,NONE,gift|express
ORD-0007810,2026-01-22,22/01/2026 16:57:22,S12,P048,Web,UPI,2,4817.50,20.0,5.0,2.8,No,Completed,Premium,APPONLY,express
ORD-0007811,25/05/2026,2026-05-25 14:21:17,S03,P010, WEB ,Wallet,3, 4166 ,10.0,2.0,3.1,No,Completed ,Regular,BULK10,bulk|priority
ORD-0007812,"May 22, 2025",22/05/2025 19:23:23,S12,P035,Store,COD,5,Rs.855.73,15.0,5.0,5.0,No,Shipped,New,NONE,gift
ORD-0007813,2026-04-23,2026-04-23 09:52:47,S13,P009,Web,Card,2,INR 709.25,15.0,7.0,5.0,Yes,Completed,New,NONE,gift|express
ORD-0007814,26/12/2025,26/12/2025 15:00:12,S01,P049,Web,Card,5,2125.80,0.0,3.0,4.1,No,Completed,Premium,APPONLY,gift|express
ORD-0007815,"May 26, 2026",2026-05-26 12:44:01,S16,P011,App,card,3, 1279 ,10.0,3.0,3.6,Y,Completed,Regular,BULK10,
ORD-0007816,2025-02-20,20/02/2025 08:19:47,S17,P049,App,Card,4,Rs.2170.52,10.0,5.0,2.9,No,Completed,New,FESTIVE,
ORD-0007817,07/09/2026,2026-09-07 14:41:30,S17,P010, APP,Card,2,INR 3773.17,10.0,6.0,3.9,No,Completed,Regular,APPONLY,
ORD-0007818,"Sep 27, 2025",27/09/2025 10:01:42,S15,P043,Web,Card,4,1492.44,20.0,5.0,,No,Shipped,Regular,BULK10,gift
ORD-0007819,2025-06-23,2025-06-23 08:38:15,S19,P040, APP,Card,5, 5230 ,15.0,5.0,3.7,No,Completed,Premium,APPONLY,express
ORD-0007820,24/04/2025,24/04/2025 10:57:13,S14,P062, WEB ,Card,4,Rs.5783.62,15.0,4.0,2.7,No,Completed,Regular,APPONLY,bulk|priority
ORD-0007821,"Sep 03, 2026",2026-09-03 10:43:27,S06,P051,STORE ,UPI,2,INR 1958.85,5.0,5.0,,No,Cancelled,New,NONE,express
ORD-0007822,2026-07-02,02/07/2026 16:47:51,S18,P113,web,card,4,6339.89,5.0,8.0,,No,Shipped,Regular,FESTIVE,
ORD-0007823,23/03/2025,2025-03-23 19:06:44,S08,P108, WEB ,Wallet,3, 3929 ,0.0,1.0,3.8,No,Cancelled,New,APPONLY,
ORD-0007824,"Oct 03, 2025",03/10/2025 14:48:25,S14,P063,Store,Card,5,Rs.2887.41,0.0,5.0,2.7,No,Completed,Regular,SAVE5,
ORD-0007825,2026-03-31,2026-03-31 16:58:09,S17,P005,Store,Card,1,INR 369.81,25.0,0.0,5.0,No,Shipped,Regular,NONE,
ORD-0007826,02/01/2026,02/01/2026 09:25:33,S11,P099, WEB ,Card,1,6198.68,0.0,3.0,,No,Completed,Business,SAVE5,express
ORD-0007827,"Apr 28, 2025",2025-04-28 19:00:03,S01,P081,Web,card,1, 5161 ,5.0,4.0,2.6,No,Completed,Regular,SAVE5,gift|express
ORD-0007828,2025-08-12,12/08/2025 15:01:41,S09,P094,Web,Wallet,3,Rs.6074.63,5.0,4.0,5.0,No,Completed,Premium,NONE,bulk|priority
ORD-0007829,17/08/2025,2025-08-17 13:59:25,S04,P109,STORE ,UPI,2,INR 4276.78,0.0,4.0,3.8,No,Completed,Regular,SAVE5,express
ORD-0007830,"Jun 29, 2025",29/06/2025 20:10:52,S10,P051,Web,Card,2,2175.32,15.0,4.0,4.4,No,Processing,Regular,NONE,
ORD-0007831,2026-08-19,2026-08-19 12:23:58,S06,P059,web,UPI,1, 6201 ,20.0,3.0,3.9,No,Shipped,New,NONE,sale|app
ORD-0007832,06/05/2025,06/05/2025 14:08:13,S13,P029,web,Card,3,Rs.3184.71,0.0,5.0,4.0,N,Completed,Regular,NONE,gift|express
ORD-0007833,"Mar 15, 2026",2026-03-15 20:57:06,S16,P009,App,card,4,INR 767.82,10.0,6.0,,Yes,Completed,New,SAVE5,new|web
ORD-0007834,2026-07-20,20/07/2026 10:05:35,S09,P004,Web,UPI,1,2526.94,0.0,9.0,5.0,Yes,Processing,Business,NONE,new|web
ORD-0007835,08/05/2026,2026-05-08 15:18:02,S13,P086,Web,COD,2, 1834 ,5.0,5.0,1.4,No,Completed,Business,NONE,gift|express
ORD-0007836,"May 11, 2026",11/05/2026 16:05:40,S11,P007,Web,UPI,4,Rs.2239.23,15.0,3.0,3.8,Yes,Shipped,New,APPONLY,gift|express
ORD-0007837,2025-04-09,2025-04-09 17:48:52,S17,P106,Store, upi ,5,INR 5941.34,10.0,5.0,,No,Completed ,Regular,NONE,gift
ORD-0007838,24/03/2025,24/03/2025 21:00:53,S16,P027,Web,COD,4,2049.60,30.0,3.0,,,Completed ,Business,NONE,new|web
ORD-0007839,"May 01, 2026",2026-05-01 12:48:46,S22,P062,App,COD,4, 6133 ,25.0,3.0,5.0,No,Completed,Regular,NONE,bulk|priority
ORD-0007840,2026-04-08,08/04/2026 09:37:46,S14,P106,web,Wallet,1,Rs.4708.23,0.0,1.0,,No,Shipped,New,FESTIVE,new|web
ORD-0007841,05/04/2026,2026-04-05 13:35:15,S15,P024,Store,Card,3,INR 3289.92,10.0,2.0,3.8,No,Completed,Business,APPONLY,express
ORD-0007842,"Sep 17, 2025",17/09/2025 10:11:54,S11,P013,App, upi ,2,3305.88,10.0,0.0,3.9,No,Shipped,New,FESTIVE,gift|express
ORD-0007843,2025-11-21,2025-11-21 18:11:45,S02,P047,App,Card,3, 4901 ,15.0,4.0,3.0,No,Shipped,Regular,NONE,
ORD-0007844,10/01/2025,10/01/2025 15:56:04,S21,P100, APP,Card,2,Rs.2586.28,20.0,5.0,4.9,No,Processing,New,NONE,gift
ORD-0007845,"Jun 30, 2025",2025-06-30 18:36:35,S13,P033,App,UPI,1,INR 1070.06,15.0,6.0,4.2,No,CANCELLED,Regular,NONE,new|web
ORD-0007846,2025-11-24,24/11/2025 12:45:25,S09,P055,App,Card,2,1147.04,10.0,5.0,,No,Shipped,Premium,APPONLY,gift|express
ORD-0007847,19/03/2025,2025-03-19 21:21:09,S15,P078,Web,UPI,3, 6137 ,0.0,8.0,5.0,No,Completed,New,FESTIVE,
ORD-0007848,"Mar 22, 2025",22/03/2025 20:32:18,S07,P078,App,Card,1,Rs.6723.10,20.0,4.0,3.1,No,Shipped,New,FESTIVE,sale|app
ORD-0007849,2025-01-29,2025-01-29 20:49:56,S19,P101,App,UPI,2,INR 2081.10,15.0,6.0,3.9,No,Completed,Premium,NONE,gift
ORD-0007850,11/05/2025,11/05/2025 17:58:29,S09,P018,Web,UPI,4,3463.75,25.0,,3.3,No,Completed,Regular,NONE,
ORD-0007851,"Sep 08, 2026",2026-09-08 10:37:09,S23,P117,Web,Card,4, 3303 ,10.0,2.0,,No,Processing,Regular,APPONLY,express
ORD-0007852,2026-03-08,08/03/2026 10:03:48,S15,P096,App, upi ,2,Rs.4995.73,10.0,4.0,,No,Completed,Regular,APPONLY,new|web
ORD-0007853,11/08/2026,2026-08-11 21:23:14,S13,P118,Store,UPI,4,INR 4600.86,0.0,3.0,4.8,No,Completed,Business,NONE,gift
ORD-0007854,"Jun 09, 2025",09/06/2025 20:11:29,S01,P011,STORE ,UPI,2,1208.89,15.0,7.0,5.0,No,Completed ,Premium,NONE,
ORD-0007855,2026-01-07,2026-01-07 20:19:07,S19,P093,App,UPI,4, 1298 ,15.0,1.0,3.9,No,Completed,Regular,SAVE5,gift|express
ORD-0007856,07/07/2026,07/07/2026 16:59:02,S09,P063, APP,UPI,1,Rs.3549.02,0.0,6.0,,No,Cancelled,Regular,BULK10,
ORD-0007857,"Aug 07, 2025",2025-08-07 19:59:58,S02,P096,Web,Card,5,INR 4984.37,15.0,6.0,4.3,No,Shipped,Regular,NONE,
ORD-0007858,2026-02-12,12/02/2026 14:54:40,S02,P013, WEB ,Wallet,1,3691.89,0.0,,4.3,No,Shipped,New,FESTIVE,bulk|priority
ORD-0007859,06/03/2026,2026-03-06 10:16:36,S10,P059,web,UPI,2, 6141 ,15.0,3.0,3.5,Yes,Processing,Regular,FESTIVE,sale|app
ORD-0007860,"Jun 01, 2026",01/06/2026 11:35:00,S19,P103,Web,UPI,3,Rs.4230.64,5.0,5.0,,No,Completed,New,FESTIVE,
ORD-0007861,2026-08-25,2026-08-25 19:55:36,S10,P098,Store,UPI,1,INR 936.77,15.0,6.0,,No,Completed ,Business,NONE,bulk|priority
ORD-0007862,17/01/2026,17/01/2026 17:05:05,S09,P071,App,COD,1,5526.56,0.0,5.0,3.0,N,CANCELLED,New,NONE,
ORD-0007863,"Dec 28, 2025",2025-12-28 21:57:09,S09,P080,Web,COD,1, 1838 ,0.0,4.0,3.0,No,Completed,New,NONE,new|web
ORD-0007864,2026-06-23,23/06/2026 20:34:43,S04,P066,Store,Card,2,Rs.4862.91,10.0,5.0,4.0,No,Completed,Premium,NONE,gift|express
ORD-0007865,01/03/2026,2026-03-01 18:37:30,S12,P103,STORE ,UPI,2,INR 4731.80,0.0,2.0,3.6,No,Completed,Regular,NONE,sale|app
ORD-0007866,"Aug 13, 2025",13/08/2025 08:32:49,S12,P033, WEB ,card,4,1056.56,0.0,1.0,4.8,No,Completed,New,BULK10,express
ORD-0007867,2026-01-26,2026-01-26 10:35:21,S08,P114, APP,UPI,3, 3659 ,15.0,5.0,5.0,Y,Shipped,Business,FESTIVE,express
ORD-0007868,07/12/2025,07/12/2025 13:15:19,S09,P062, APP,Card,2,Rs.5386.96,5.0,8.0,4.9,No,Completed,New,BULK10,gift|express
ORD-0007869,"May 22, 2025",2025-05-22 08:30:49,S19,P119,Store,UPI,4,INR 209.12,10.0,6.0,,No,Completed,Regular,NONE,sale|app
ORD-0007870,2025-11-16,16/11/2025 21:05:34,S23,P003,web,Card,5,651.76,25.0,2.0,4.3,No,Cancelled,Premium,NONE,sale|app
ORD-0007871,22/01/2026,2026-01-22 11:11:54,S20,P064,STORE ,COD,2, 2208 ,15.0,5.0,3.4,Yes,Completed,Premium,NONE,sale|app
ORD-0007872,"Jul 15, 2026",15/07/2026 13:21:32,S17,P058,Store,COD,3,Rs.6213.38,10.0,5.0,4.5,No,Completed,Premium,NONE,sale|app
ORD-0007873,2025-12-26,2025-12-26 17:26:11,S03,P059,Web,COD,2,INR 6522.36,20.0,7.0,3.8,No,Shipped,Regular,APPONLY,new|web
ORD-0007874,13/04/2025,13/04/2025 08:30:03,S12,P026, APP,Card,1,1503.93,30.0,1.0,3.8,No,Completed,New,FESTIVE,express
ORD-0007875,"Sep 05, 2026",2026-09-05 16:54:13,S17,P045,Web,COD,5, 3900 ,15.0,3.0,4.4,No,Completed ,Premium,SAVE5,new|web
ORD-0007876,2025-12-25,25/12/2025 09:25:32,S24,P108, APP,Wallet,3,Rs.3627.03,20.0,,5.0,No,Completed,Premium,NONE,bulk|priority
ORD-0007877,28/06/2025,2025-06-28 20:38:39,S17,P016,App,UPI,1,INR 267.02,30.0,5.0,3.7,No,Processing,Regular,NONE,bulk|priority
ORD-0007878,"Apr 13, 2026",13/04/2026 17:40:00,S18,P033,Store,Wallet,3,781.48,0.0,5.0,3.6,Y,Completed,Regular,APPONLY,
ORD-0007879,2025-08-27,2025-08-27 12:41:16,S22,P075, APP,Card,5, 1033 ,15.0,10.0,,No,Completed,Premium,NONE,
ORD-0007880,18/08/2025,18/08/2025 17:48:49,S05,P062,Web,Card,2,Rs.5258.03,10.0,7.0,4.2,No,Completed,Business,SAVE5,sale|app
ORD-0007881,"Jun 05, 2026",2026-06-05 12:23:23,S24,P120,STORE ,Wallet,3,INR 901.08,20.0,,3.6,N,Completed,Premium,APPONLY,bulk|priority
ORD-0007882,2026-06-22,22/06/2026 09:36:44,S12,P001,Web,Card,1,3655.42,25.0,5.0,4.7,No,Shipped,Business,APPONLY,new|web
ORD-0007883,21/11/2025,2025-11-21 08:08:22,S22,P032,Store,COD,1, 4948 ,,4.0,5.0,Y,Completed ,New,NONE,express
ORD-0007884,"Aug 20, 2025",20/08/2025 11:04:17,S13,P090,web, upi ,5,Rs.3436.21,15.0,1.0,5.0,No,Completed,New,NONE,new|web
ORD-0007885,2026-06-20,2026-06-20 17:54:41,S21,P019,web,Card,2,INR 5514.65,15.0,4.0,,No,Completed,New,NONE,
ORD-0007886,18/04/2025,18/04/2025 15:53:15,S22,P020,App, upi ,2,682.63,15.0,6.0,3.4,No,Cancelled,Regular,APPONLY,
ORD-0007887,"Apr 09, 2026",2026-04-09 11:49:39,S10,P031, APP,UPI,1, 5373 ,0.0,5.0,2.9,No,Shipped,Regular,BULK10,sale|app
ORD-0007888,2025-12-29,29/12/2025 17:36:11,S14,P120,STORE ,Wallet,4,Rs.865.36,5.0,3.0,1.6,No,Completed,Regular,BULK10,sale|app
ORD-0007889,14/06/2026,2026-06-14 13:26:45,S09,P059,App,UPI,2,INR 5341.48,20.0,5.0,5.0,Y,Completed,New,BULK10,gift|express
ORD-0007890,"Sep 18, 2025",18/09/2025 10:11:57,S17,P036,Web,Card,2,4511.42,20.0,4.0,5.0,No,Completed ,Business,SAVE5,
ORD-0007891,2026-05-31,2026-05-31 17:30:54,S13,P101,Store,Card,1, 2116 ,20.0,2.0,3.6,Y,Completed,New,SAVE5,express
ORD-0007892,10/01/2025,10/01/2025 14:23:50,S04,P080, APP,Card,3,Rs.2100.09,5.0,5.0,3.9,No,Completed,Regular,NONE,new|web
ORD-0007893,"Apr 16, 2026",2026-04-16 17:18:00,S14,P033,App,COD,2,INR 982.89,15.0,2.0,2.9,Yes,Completed,Regular,NONE,
ORD-0007894,2025-02-13,13/02/2025 15:52:50,S10,P116,web,UPI,5,4853.00,0.0,,4.0,No,Completed,Business,APPONLY,new|web
ORD-0007895,03/02/2026,2026-02-03 09:25:37,S21,P119,web,UPI,1, 222 ,15.0,3.0,,No,Completed,New,NONE,bulk|priority
ORD-0007896,"May 02, 2025",02/05/2025 08:41:27,S05,P091,Web,Wallet,4,Rs.4943.15,5.0,2.0,4.2,No,Completed,Premium,FESTIVE,sale|app
ORD-0007897,2026-08-21,2026-08-21 09:24:48,S12,P047,STORE , upi ,5,INR 5095.30,20.0,6.0,4.4,No,Shipped,Regular,NONE,bulk|priority
ORD-0007898,22/04/2026,22/04/2026 11:07:48,S11,P042, APP,card,2,5788.95,20.0,2.0,4.6,No,Completed,Premium,NONE,gift
ORD-0007899,"Mar 06, 2025",2025-03-06 11:08:56,S12,P035,Store,,3, 856 ,5.0,6.0,4.3,No,Completed,Regular,NONE,express
ORD-0007900,2026-07-08,08/07/2026 20:51:35,S21,P111,App,UPI,3,Rs.904.33,20.0,,4.1,No,Completed,Regular,APPONLY,new|web
ORD-0007901,06/06/2025,2025-06-06 18:57:42,S18,P010,App,card,2,INR 3608.41,5.0,5.0,3.8,No,Completed ,Regular,SAVE5,sale|app
ORD-0007902,"Dec 05, 2025",05/12/2025 20:19:17,S21,P026,App,Card,5,1553.87,10.0,3.0,4.7,No,Processing,Regular,NONE,express
ORD-0007903,2025-02-22,2025-02-22 14:38:40,S17,P021,Web,COD,5, 3768 ,25.0,5.0,4.1,No,Completed,Regular,NONE,
ORD-0007904,07/03/2025,07/03/2025 12:30:25,S04,P077,Web,COD,3,Rs.3838.02,25.0,6.0,4.8,No,Completed,Premium,SAVE5,express
ORD-0007905,"May 30, 2025",2025-05-30 13:38:38,S03,P012,App,UPI,3,INR 6313.37,20.0,10.0,3.4,No,Shipped,Regular,SAVE5,bulk|priority
ORD-0007906,2025-11-28,28/11/2025 20:09:24,S10,P090,Web, upi ,3,3936.79,15.0,3.0,5.0,No,CANCELLED,Regular,NONE,gift
ORD-0007907,03/12/2025,2025-12-03 12:58:10,S23,P017,App,UPI,5, 5556 ,0.0,8.0,4.5,Y,Completed,New,NONE,sale|app
ORD-0007908,"Jun 15, 2026",15/06/2026 16:51:21,S23,P043,Web,UPI,1,Rs.1573.66,15.0,5.0,3.0,N,Completed,Regular,FESTIVE,sale|app
ORD-0007909,2025-04-13,2025-04-13 10:01:20,S04,P023,STORE ,UPI,4,INR 5811.83,10.0,6.0,,No,Completed,Regular,NONE,express
ORD-0007910,10/04/2026,10/04/2026 21:44:14,S04,P100,STORE ,COD,5,2584.80,10.0,2.0,4.4,No,Completed,Business,NONE,gift|express
ORD-0007911,"Jan 04, 2025",2025-01-04 16:59:06,S11,P077,App,COD,4, 3956 ,5.0,3.0,5.0,Yes,Shipped,Regular,APPONLY,
ORD-0007912,2025-06-30,30/06/2025 21:31:23,S04,P057,App,Card,1,Rs.3222.15,25.0,1.0,5.0,No,Completed,Regular,NONE,sale|app
ORD-0007913,19/04/2025,2025-04-19 12:07:30,S02,P113,web,Card,2,INR 6575.32,0.0,7.0,4.6,No,Processing,Regular,SAVE5,sale|app
ORD-0007914,"Mar 18, 2025",18/03/2025 16:38:35,S03,P104,STORE ,UPI,3,7037.87,25.0,4.0,4.2,No,Completed,Premium,NONE,gift
ORD-0007915,2025-12-29,2025-12-29 11:50:36,S10,P069,Store,UPI,2, 4918 ,15.0,5.0,4.9,No,Completed,Business,BULK10,gift|express
ORD-0007916,13/07/2026,13/07/2026 14:32:11,S13,P026,Web,Card,3,Rs.1740.59,10.0,3.0,3.1,No,Completed,New,FESTIVE,
ORD-0007917,"Feb 18, 2026",2026-02-18 12:31:08,S09,P014, WEB ,Wallet,1,INR 2541.74,25.0,2.0,,Y,Completed ,Business,SAVE5,bulk|priority
ORD-0007918,2026-06-14,14/06/2026 09:59:08,S24,P108,Store,COD,1,3486.69,0.0,4.0,4.4,No,Completed,New,NONE,express
ORD-0007919,02/01/2026,2026-01-02 14:11:40,S20,P086, WEB ,COD,4, 1595 ,5.0,7.0,4.5,No,Completed,New,FESTIVE,
ORD-0007920,"Feb 03, 2025",03/02/2025 15:25:41,S22,P064,Store,Card,2,Rs.2231.96,5.0,,4.4,No,Completed,Regular,SAVE5,new|web
ORD-0007921,2025-08-03,2025-08-03 10:11:30,S18,P012,Web,UPI,1,INR 6448.65,25.0,4.0,,No,Shipped,Regular,NONE,express
ORD-0007922,26/05/2026,26/05/2026 13:34:31,S06,P052,Web,Card,3,3386.74,30.0,6.0,4.0,No,Shipped,Premium,NONE,sale|app
ORD-0007923,"Jan 28, 2025",2025-01-28 09:18:38,S23,P115,App,UPI,2, 6432 ,0.0,3.0,2.9,No,Shipped,Regular,NONE,express
ORD-0007924,2025-03-02,02/03/2025 17:02:21,S20,P029,App,Card,4,Rs.2763.78,15.0,5.0,3.7,Yes,CANCELLED,Regular,NONE,gift
ORD-0007925,01/06/2026,2026-06-01 12:22:44,S24,P038,Web,UPI,4,INR 4211.41,20.0,1.0,3.6,No,CANCELLED,New,FESTIVE,gift|express
ORD-0007926,"Feb 09, 2025",09/02/2025 09:15:54,S01,P013, WEB ,UPI,3,3986.79,0.0,8.0,4.8,Yes,Completed,New,NONE,gift
ORD-0007927,2026-08-18,2026-08-18 15:11:14,S17,P037,App,COD,2, 1917 ,20.0,3.0,4.2,Y,Completed,Regular,NONE,
ORD-0007928,16/04/2026,16/04/2026 19:41:27,S15,P035,Web,UPI,2,Rs.767.84,5.0,9.0,3.8,No,Shipped,Business,FESTIVE,express
ORD-0007929,"Feb 17, 2026",2026-02-17 21:52:18,S01,P094,App, upi ,4,INR 5614.34,10.0,2.0,3.3,N,Completed,Regular,NONE,
ORD-0007930,2025-11-29,29/11/2025 21:32:19,S21,P048,web,UPI,2,5364.93,5.0,6.0,,No,Completed ,New,FESTIVE,express
ORD-0007931,25/02/2025,2025-02-25 10:25:23,S04,P083, WEB ,COD,1, 2921 ,15.0,4.0,5.0,No,Completed,Premium,SAVE5,new|web
